#v110,,,,新增,新增,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,使用类型ID,掉落货币数值,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#物品编号,类型,图标编号,名字,背包名称,角色,颜色,装备类别,装备类别2,最小物防,最大物防,最小魔防,最大魔防,最小物理攻击,最大物理攻击,最小魔法攻击,最大魔法攻击,最小道术攻击,最大道术攻击,幸运,准确,闪避,HP上限,MP上限,HP上限百分比,MP上限百分比,暴击率,暴击力,掉落守护,等级限制,出售价格,转生等级限制,品质,职业,性别,帮会捐献值,摧毁提示,装备内功,回收金币,回收经验,回收朱雀,回收元宝,是否可使用,能否摧毁,能否存入仓库,能否推送,背包是否显示使用标志,限定次数用完之后是否显示推送,功能配置,功能参数,物品描述,获取途径,绑定类型,一键使用,礼包id,特殊属性表id,外观资源,贵重物品,物防附加值,魔防附加值,物理攻击附加值,魔法攻击附加值,道术攻击附加值,准确附加值,闪避附加值,HP上限附加最大值,MP上限附加最大值,暴击几率附加最大值,暴击力附加最大值,韧性附加最大值,附加值最小个数,附加值最大个数,物品爆率权重,装备套装ID,套装属性描述,触发BUFF ID,装备种类,神装动画名称,非消耗类道具使用功能ID,掉落是否公告,无极属性特殊属性表ID
#type_id,sub_type,icon_id,name,name,0,color,equip_type,equip_type2,ac(物防),ac2,mac魔防,mac2,dc（战攻）,dc2,mc（魔法攻击）,mc2,sc（道术攻击）,sc2,luck,accuracy,dodge,max_hp,max_mp,max_hp_pres,max_mp_pres,baoji_prob,baoji_pres,drop_luck,needlevel,price,need_zslevel,equip_level,job,gender,equip_contribute,destory_show,add_power,recycle_money,recycle_exp,recycle_xuefu,,can_use,can_destroy,can_depot,can_push,bag_show,times_limit,func_id,func_params,desp,source,bind_type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22000037,8,22000036,伯爵婚纱（女）30天,时装·30天,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,201,0,1,0,0,0,0,0,1,0,1,0,0,0,103,0,生命上限：875<br>角色攻击：100-188<br>可在【衣橱-时装】界面穿戴,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000038,8,22000036,伯爵婚纱（女）永久,时装·永久,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,201,0,1,0,0,0,0,0,1,0,1,0,0,0,104,0,生命上限：875<br>角色攻击：100-188<br>可在【衣橱-时装】界面穿戴,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000039,9,22000039,武林至尊幻武,幻武·盟主,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,105,0,生命上限：2000<br>角色攻击：200-388<br>可在【衣橱-幻武】界面穿戴,【武林争霸获得天下第一的门派掌门专属】,1,0,0,0,502011002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000040,9,22000040,时光之剑,幻武·7天,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,106,0,生命上限：875<br>角色攻击：100-188<br>可在【衣橱-幻武】界面穿戴,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000041,9,22000040,时光之剑,幻武·30天,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,107,0,生命上限：875<br>角色攻击：100-188<br>可在【衣橱-幻武】界面穿戴,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000042,9,22000040,时光之剑,幻武·永久,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,108,0,生命上限：875<br>角色攻击：100-188<br>可在【衣橱-幻武】界面穿戴,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000043,9,22000043,梦幻琉璃,幻武·7天,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,109,0,生命上限：875<br>角色攻击：100-188<br>可在【衣橱-幻武】界面穿戴,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000044,9,22000043,梦幻琉璃,幻武·30天,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,110,0,生命上限：875<br>角色攻击：100-188<br>可在【衣橱-幻武】界面穿戴,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000045,9,22000043,梦幻琉璃,幻武·永久,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,111,0,生命上限：875<br>角色攻击：100-188<br>可在【衣橱-幻武】界面穿戴,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000046,9,22000046,时尚巅峰,幻武·7天,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,112,0,生命上限：875<br>角色攻击：100-188<br>可在【衣橱-幻武】界面穿戴,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000047,9,22000046,时尚巅峰,幻武·30天,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,113,0,生命上限：875<br>角色攻击：100-188<br>可在【衣橱-幻武】界面穿戴,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000048,9,22000046,时尚巅峰,幻武·永久,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,114,0,生命上限：875<br>角色攻击：100-188<br>可在【衣橱-幻武】界面穿戴,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000049,9,22000049,一生粽情,幻武·7天,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,115,0,生命上限：875<br>角色攻击：100-188<br>可在【衣橱-幻武】界面穿戴,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000050,9,22000049,一生粽情,幻武·30天,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,116,0,生命上限：875<br>角色攻击：100-188<br>可在【衣橱-幻武】界面穿戴,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000051,9,22000049,一生粽情,幻武·永久,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,117,0,生命上限：875<br>角色攻击：100-188<br>可在【衣橱-幻武】界面穿戴,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000052,9,22000052,船长利刃,幻武·7天,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,118,0,生命上限：875<br>角色攻击：100-188<br>可在【衣橱-幻武】界面穿戴,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000053,9,22000052,船长利刃,幻武·30天,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,119,0,生命上限：875<br>角色攻击：100-188<br>可在【衣橱-幻武】界面穿戴,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000054,9,22000052,船长利刃,幻武·永久,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,120,0,生命上限：875<br>角色攻击：100-188<br>可在【衣橱-幻武】界面穿戴,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000055,9,22000055,伯爵至尊,幻武·7天,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,121,0,生命上限：875<br>角色攻击：100-188<br>可在【衣橱-幻武】界面穿戴,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000056,9,22000055,伯爵至尊,幻武·30天,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,122,0,生命上限：875<br>角色攻击：100-188<br>可在【衣橱-幻武】界面穿戴,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000057,9,22000055,伯爵至尊,幻武·永久,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,123,0,生命上限：875<br>角色攻击：100-188<br>可在【衣橱-幻武】界面穿戴,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000058,13,22000058,武林至尊神翼,神翼·盟主,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,124,0,生命上限：875<br>角色攻击：100-188<br>可在【衣橱-时装】界面穿戴,【武林争霸获得天下第一的门派掌门专属】,1,0,0,0,502011001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000059,14,22000059,武林至尊称号,称号·盟主,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,125,0,生命上限：875<br>角色攻击：100-188<br>可在【衣橱-时装】界面穿戴,【武林争霸获得天下第一的门派掌门专属】,1,0,0,0,502011004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
40000003,10,20000201,金币,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,大量金币,【活动获得】,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
40000004,11,20000180,银票,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,大量银票,【活动获得】,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
40000005,12,20000189,元宝,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,大量元宝,【活动获得】,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
40000006,16,40000001,人物经验,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,经验可以提升人物等级,【完成任务、击杀怪物、活动奖励、无尽之塔】,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
40000007,16,40000002,分身经验,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,经验可以提升分身等级,【完成任务、击杀怪物、活动奖励、无尽之塔】,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
40000008,17,40000008,荣耀积分,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,使用荣耀积分可以再跨服商城兑换珍稀道具,【跨服大逃杀、跨服boss、绝技天书】,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
22000060,14,22000060,第一武神,第一武神,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,162,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000061,14,22000061,第一元素师,第一元素师,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,163,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000062,14,22000062,第一术士,第一术士,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,164,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000063,14,22000063,至尊特权,至尊特权,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,165,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000064,14,22000064,王者特权,王者特权,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,166,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000065,14,22000065,皇者特权,皇者特权,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,167,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000066,14,22000066,至尊猛将,至尊猛将,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,168,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000067,14,22000067,天下第一,天下第一,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,169,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000068,14,22000068,身份尊贵,身份尊贵,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,170,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,502011011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000069,14,22000069,猎魔人,猎魔人,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,171,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000070,14,22000070,摒弃,摒弃,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,172,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000071,14,22000071,全副武装,全副武装,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,173,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000072,14,22000072,一掷千金,一掷千金,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,174,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000073,14,22000073,至尊贵族,至尊贵族,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,175,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000074,14,22000074,天下无双,天下无双,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,176,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000075,14,22000075,俯瞰寰宇,俯瞰寰宇,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,177,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000076,14,22000076,铜皮铁骨,铜皮铁骨,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,178,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000077,14,22000077,光彩夺目,光彩夺目,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,179,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000078,14,22000078,金玉天下,金玉天下,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,180,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000079,14,22000079,家财万贯,家财万贯,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,181,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000080,14,22000080,富泽三代,富泽三代,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,182,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000081,14,22000081,财源滚滚(3天),财源滚滚(3天),1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,183,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000082,14,22000081,财源滚滚(7天),财源滚滚(7天),1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,184,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000083,14,22000081,财源滚滚(30天),财源滚滚(30天),1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,185,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000084,14,22000084,绝世英豪,绝世英豪,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,186,0,使用后可获得炫酷称号,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000085,13,22000085,八星业火,八星业火,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,187,0,使用后可获得炫酷神翼,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000086,13,22000086,二龙戏珠,二龙戏珠,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,188,0,使用后可获得炫酷神翼,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000087,13,22000087,机甲战翼,机甲战翼,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,189,0,生命:20000<br>攻击:1280-1280<br>打怪爆率增加:5%,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000088,13,22000088,飞天火凤,飞天火凤,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,190,0,使用后可获得炫酷神翼,【活动获得】,1,0,0,0,502011029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000089,13,22000089,龙破两极,龙破两极,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,191,0,使用后可获得炫酷神翼,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000090,13,22000090,魅惑机甲,魅惑机甲,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,192,0,使用后可获得炫酷神翼,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000091,13,22000091,倾国倾城,倾国倾城,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,193,0,使用后可获得炫酷神翼,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000092,13,22000092,六角魂盘,六角魂盘,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,194,0,使用后可获得炫酷神翼,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000093,13,22000093,春暖花开,春暖花开,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,195,0,使用后可获得炫酷神翼,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000094,13,22000094,雁啸天,雁啸天,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,196,0,使用后可获得炫酷幻武:<br>生命:4000<br>攻击:1880-1880,【活动获得】,1,0,0,0,502011035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
22000096,9,22000096,冥火夜煞,冥火夜煞,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,198,0,使用后可获得炫酷幻武,【活动获得】,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,,,,
