序号,礼包码,礼包物品列表,是否通用,生效时间,失效时间,礼包类型
7864,04txL3crERPUC,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7865,04TxLbkxbsW9s,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7866,04TxPCt7dNNvp,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7867,04tXPjATxzzrN,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7868,04txtEg8EcGvk,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7869,04tXUb2G9nWwz,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7870,04TY2Rk8cOS8A,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7871,04TY2vMWw2U26,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7872,04TY3vieDTkqn,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7873,04tY6vUM4mySt,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7874,04TY9s4e8A6sN,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7875,04tYHnjx2EONu,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7876,04tYLF5zBQUhG,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7877,04tyLTjWOkT2w,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7878,04tymP4z7LFqv,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7879,04TyPE4xXkSrG,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7880,04TypzXe6gfss,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7881,04TyRWcbnVwVs,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7882,04TyuLuYZX42K,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7883,04tyVYZv2YeUj,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7884,04tyxLNQXW5Ws,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7885,04TYypHctKGPb,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7886,04tz4ZRnnK4Yn,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7887,04tZ6Tj5jOHEZ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7888,04tZ9KxpJBLXg,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7889,04TZAyBiLQRt7,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7890,04Tzc9JO24u6j,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7891,04TzCx6XzVNJs,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7892,04TzeUOZbHaR9,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7893,04tzFLajViry7,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7894,04Tzg6ZEgxqU4,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7895,04tzGyCTFS4OX,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7896,04tZjcNYAP7DY,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7897,04TzneSUrAzEe,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7898,04TZR5bt4gbY6,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7899,04tZrGUfyqT98,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7900,04TzrUZy74NWK,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7901,04TZsMQpGWVbj,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7902,04TZVaOLmjzMe,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7903,04tZvOdjPf33N,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7904,04TzWLq5pp4RZ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7905,04tzxALkaA98y,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7906,04tzzLBOKFKCt,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7907,04tzZxQiwT9gk,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7908,04U27KGJjedFq,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7909,04U2ACOWSZXeA,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7910,04u2HwyWkGfdQ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7911,04U2n4hTCaR9x,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7912,04u2V5JhUvTbf,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7913,04U2WGKYSkeGh,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7914,04u3aLZ8ePNaz,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7915,04U3aRChpYiyd,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7916,04U3GKzJ8UKOP,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7917,04U3Lc5rji5ix,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7918,04u449ayMBghv,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7919,04u4C48ndSKrS,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7920,04U4DBa5wUAwn,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7921,04u4grmZzg6T7,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7922,04u4KfT5BTWS8,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7923,04u4MgeapbzeV,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7924,04u4Njye8S4me,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7925,04u4WG6L5RO6V,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7926,04u5aHgx93EY6,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7927,04u5n36nq6iF7,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7928,04U5qj6U68LPa,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7929,04u5vK2VGcAZC,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7930,04u5x2sy5tXYd,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7931,04U68nwJO5Q8d,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7932,04U6HXwVn9Nqr,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7933,04u6j3ZDpjugn,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7934,04u6zkNMTzZgh,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7935,04u75riiU8JpX,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7936,04u7OphXednVy,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7937,04U7qubV9fNXE,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7938,04u7qwvSy6H9Z,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7939,04u7tA6grptZ6,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7940,04U7vfPAPvUeu,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7941,04U7Xu5MXrt6p,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7942,04U878X6eycVR,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7943,04U8mUZYpWNZ8,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7944,04u8RAsD4e57d,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7945,04U8WE39gZO38,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7946,04U9jszCSbbFm,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7947,04u9Nc4XqjQjC,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7948,04U9nkeTaeBjw,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7949,04U9NnQinK6qP,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7950,04U9yxjy979qN,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7951,04UA2a5gn4dEG,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7952,04UA2LYhVgxgW,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7953,04UA2rpfYVa7B,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7954,04uA3jdHGHZxi,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7955,04uasustLimzT,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7956,04UaT2Jm9FnAZ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7957,04uaXWfeQMOhk,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7958,04UAznHuRqKVG,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7959,04UB55mZdpyJj,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7960,04uBCHfadPyap,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7961,04UBDmzwY4b6J,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7962,04UbdumLvLg6t,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7963,04UbHgsDWqdOd,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7964,04uBkHnmjWNXK,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7965,04UBMDTOxPAHM,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7966,04ubMNM4f6AeW,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7967,04uBngjFPPHwy,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7968,04uBpCWw8k3mb,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7969,04UbsK3jKZYu2,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7970,04uBTZFVB2JpB,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7971,04UbvLPStGG8y,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7972,04uBVNnYLSsJz,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7973,04uc4EbWEpa8H,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7974,04uc7NjnOnxLr,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7975,04Uc9EXHrSYUL,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7976,04UcKcMOPj3PO,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7977,04UckmFgwmd6K,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7978,04ucqmHUU7mO5,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7979,04UCqRyzBG4Ji,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7980,04uCsPcOZLVTT,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7981,04UcufCsEBame,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7982,04ucWAOLjcX6s,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7983,04uCy3SsqwQAK,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7984,04Ud3gyKFD5g5,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7985,04UdBb5pvaxcv,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7986,04UDctMPzAZkB,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7987,04uDDrH9NHfnr,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7988,04UDHts5kcuLp,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7989,04UDinSVtmzub,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7990,04uDk8vyadvrk,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7991,04udKZKaAfNau,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7992,04uDLf8YnDpyO,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7993,04udnBLwNb64p,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7994,04UDRyFnandpb,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7995,04UdTCVOfOf88,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7996,04UE2wO4pwfnf,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7997,04Ue5zDfKRGZw,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7998,04UE7KDQfM2Mm,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
7999,04ueDR9xV2tyN,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8000,04UEfA3ErPmva,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8001,04uEFpWUDpDcc,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8002,04ueGMZXYKepQ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8003,04UEiYCQzW7DQ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8004,04UER2EMABHi6,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8005,04UERWTGn6NZO,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8006,04uEU5TQvTRyb,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8007,04ueUL4BuYWcp,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8008,04UEVTgqGHg4Q,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8009,04UF7tOakq8WM,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8010,04Uf8QvDC7yMN,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8011,04uFcLDqK8jJ5,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8012,04ufDgBsdHTYF,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8013,04ufDriv7cPMj,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8014,04UFjKsqNOmRZ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8015,04UfO6xkXYWid,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8016,04UFRyPyp3EG6,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8017,04UFWy5UQsANt,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8018,04uFYU4V8C95G,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8019,04UG2tBfcAnag,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8020,04ug9TjnWyMMc,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8021,04ugBpNWCbxJM,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8022,04UGeLX533SqQ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8023,04ughS8r5YuzW,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8024,04uGTDZ4X5Mp5,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8025,04UgTXD4myiAB,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8026,04uGuseGJ5kBH,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8027,04UGY27QKeMZc,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8028,04UgzOpHfBaPj,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8029,04uh3hsx6wdrU,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8030,04uh5udyiMmut,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8031,04uh9hpJ47Xji,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8032,04UHd8HLNmsNe,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8033,04UhdVuXBjjfq,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8034,04UhhCL424Vga,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8035,04UHitghMVhRZ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8036,04UhJNCceQBYq,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8037,04Uhm8Mi9tuxS,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8038,04UHmESKwsCEq,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8039,04uhMkftLz6pv,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8040,04UhnGd3m5Lnm,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8041,04uHQne2Srjwt,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8042,04UhrJkkLeBbx,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8043,04uHSsHEsU84c,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8044,04uHUkqVntxCV,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8045,04uHvU9kqyRbC,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8046,04UiGuvh5uEhS,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8047,04uiiT8zLH7xx,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8048,04UiRBScEvwzw,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8049,04uiSSP3BgXMq,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8050,04UJ5dgRJWKvk,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8051,04uJG7pkTrWK8,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8052,04uJGiYCrF6Kb,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8053,04uJiECTDiLRu,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8054,04uJjJeyvQsOQ,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8055,04ujPhOeQLsiR,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8056,04UjSV2DiscE6,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8057,04Ujt85yk9v7U,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8058,04UJzKBvWbRkP,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8059,04uk4TRr2KPDg,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8060,04ukaCfpTiEji,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8061,04uKaPabnSYEi,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8062,04uKBmWBQ9WQ4,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8063,04UkbNtvQhH6F,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8064,04ukc8XOWPDjt,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8065,04ukCQ2FhUL3K,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8066,04ukgsRVGDTUO,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8067,04UkhyuiYRk9p,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8068,04ukkTLkYNDdh,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8069,04ukPSfaKQ7Qi,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8070,04UkTcyzLSfbq,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8071,04ukVUqcGDdYi,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8072,04uKWNJuf4hKa,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8073,04UkZqfKy2YEM,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8074,04uL42nt4YGiB,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8075,04ULdBsyWQ7HC,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8076,04uLrxrLXpPPn,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8077,04ULUepwNurJM,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
8078,04uLWTjeAaEeq,22000159|1;20000182|5;20000071|10,1,"2021-04-12 00:00:00","2026-04-13 00:00:00",5
