序号,礼包码,礼包物品列表,是否通用,生效时间,失效时间,礼包类型
727,03tDQAghUMMcJ,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
728,03Tf5c8yKJRzr,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
729,03TfPNk8HQGQA,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
730,03tgfBffU2rEu,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
731,03tGuSQuPUZex,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
732,03TGyVDTtCPJ7,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
733,03thFme85e5qr,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
734,03thTsSD8Tyv8,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
735,03ticsSfzrZ9r,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
736,03tJ3TsrCDCDw,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
737,03TJ7WEqsfniM,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
738,03TmBJDpAeCP4,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
739,03tNQumxuR4wW,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
740,03TNSLm7ZCgi5,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
741,03Tp7dhvpBTew,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
742,03TPcdkWN7Lrh,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
743,03TR2esfeGRef,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
744,03trgDhZRuc9t,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
745,03trVdqdtHXYR,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
746,03TSPOMuEZgcH,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
747,03tswz9V7vLhq,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
748,03TT3ETHfczX6,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
749,03tUjYBZRyfKO,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
750,03tUP8MwP3MYc,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
751,03tuzO7CTQFbY,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
752,03tvfmwupL4qT,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
753,03tWiniph6CU7,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
754,03TWLmiPGgTsR,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
755,03tXvqj9rPjyu,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
756,03tY3Oqe5vvNN,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
757,03tz2u4Rxr3Ps,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
758,03U2KcmbzqPvC,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
759,03U33OHDe6iHx,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
760,03u4282UmXzhH,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
761,03u7JVXOxWrSq,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
762,03u7tP8y7XMbJ,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
763,03u9Ns7EUWdTR,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
764,03u9zZWttSTYq,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
765,03uALqLCEFcXs,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
766,03ub3wXtvQVAt,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
767,03uB9nTUjY7G3,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
768,03UBs64wqPZb7,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
769,03uc3DpdEAPGC,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
770,03uCTa54fcKpz,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
771,03uCvWmVw9NXP,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
772,03UczsZj22sva,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
773,03uDKYe6bGji9,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
774,03UELQKL5cUaM,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
775,03UEmMtWNfKmg,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
776,03uFJZreFOWTr,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
777,03Ug8rAapvPwh,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
778,03uhFS8e7zqEk,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
779,03UhyCAj3iAsO,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
780,03uivRuNQTbHC,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
781,03uJun4Dpjir5,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
782,03UjWMzrnxxmN,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
783,03uJYLAukiTjZ,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
784,03ukgxyGrFEMB,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
785,03ukux76jEMyH,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
786,03UL9NezzOG5x,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
787,03unkb4Lw59zc,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
788,03UO3m5djYCAP,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
789,03upmiTR94RWY,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
790,03UqvcnWdcp9O,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
791,03usYmcCQd8Nx,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
792,03USZi5BXrcwi,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
793,03ut4XaeAWmrA,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
794,03utbPgNBDDKx,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
795,03UuMmDnprFTH,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
796,03UvC6c7EWhZ3,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
797,03UVcOqH6cvna,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
798,03uWOWKP3eesL,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
799,03uXaZP7x8T6y,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
800,03uXwkemH43ZT,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
801,03V2SPmheSdED,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
802,03V34uCO9gFCB,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
803,03V3raaVmNtNr,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
804,03v5gPxXNcAAU,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
805,03V6Gpthu9GRj,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
806,03V8hLzpVtyPn,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
807,03v8n7wLnnjD5,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
808,03V9MEafvHYb9,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
809,03VAh3ehDJMh2,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
810,03VAVvH4geg9J,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
811,03vAZOWndJ6Bq,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
812,03VcPship2x2c,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
813,03VdCZyUMTyjG,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
814,03VDEa9fudLQs,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
815,03vdiJiuJpuHh,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
816,03VFHHDfwNWsM,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
817,03VgvNFVnXwzW,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
818,03vGX5fjyMfjN,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
819,03vgY9KwX67zd,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
820,03vheKqgh8NBy,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
821,03vHEvvQxc6bm,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
822,03VjeGpA6Xz3p,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
823,03vjqAueQx7wp,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
824,03VkGK3cuxEVR,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
825,03vL5sBax8TvT,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
826,03vmLLnfMKnea,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
827,03vmvzfMsveut,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
828,03VO336vaDOAq,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
829,03vp4QZYYM2pk,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
830,03vPEyerif7sP,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
831,03vppmcFskgXF,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
832,03vqn9tuGFtkW,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
833,03VqwH4wbumtC,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
834,03vRjZbzO7CWQ,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
835,03VRmDtGj5aCi,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
836,03vRXxeumQ2xK,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
837,03VS7att3GHMd,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
838,03vsgScebm9DJ,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
839,03VSqiiRgOZ6F,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
840,03Vtz6XAraJRs,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
841,03VU9pfAQavzn,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
842,03vuOnzZF4WOq,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
843,03vwATCepJesO,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
844,03VXLQsrsha9Y,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
845,03vYdjJbbH7FA,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
846,03vz7RBEUzh9m,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
847,03VZJrzJwzt8J,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
848,03W24J6i3FZmz,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
849,03W2RJSKriYAq,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
850,03w2UUGTv7aiA,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
851,03w5vZj9QBQWh,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
852,03w6KBSJkRJP8,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
853,03w7GuECm3OPX,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
854,03w7P9PkEkvwS,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
855,03w7twat7ZjRL,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
856,03w9QMjqag8Ue,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
857,03wA8DXGkgvJc,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
858,03WAGBuPiiKxF,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
859,03wasF5CS5x7P,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
860,03WB6gPBtQr8G,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
861,03wdV3aOSg6q9,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
862,03wecCNPNRPzV,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
863,03weqs5dMDu2X,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
864,03wFGOJ7irwQX,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
865,03wfx2KuayDJn,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
866,03wHAfrKF8iAQ,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
867,03WhzKKiAvHvc,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
868,03WiRbYWFQFPx,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
869,03WjDpr2Jq7st,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
870,03WJjDn3yOUpf,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
871,03WjSLYKHQKme,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
872,03wM5c2LOMn3N,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
873,03wMi4mfZHzE8,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
874,03wn6d9Wzp4VP,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
875,03WnNO9VCQG34,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
876,03wnSuDP39Usm,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
877,03WpFmRT7cWBD,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
878,03wpOMLxQPBhs,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
879,03wSAxH5Mnxtp,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
880,03WsKRwBCtbBA,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
881,03Wsn32rFYg8c,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
882,03Wt4Q5xTfb7c,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
883,03WuNNFdnxmfR,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
884,03wwhf6kq4CW5,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
885,03wyE9JPsCrtf,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
886,03x2uzKj7puJZ,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
887,03X4QOc8SkTit,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
888,03X9f8RdN27qQ,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
889,03X9u3aSXJtXL,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
890,03XAE25xnpuwO,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
891,03XAeKbkXhdRY,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
892,03XajMJ66uXeg,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
893,03XaxriJLFOs2,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
894,03xCVtFBN47mw,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
895,03XcxrDWFiTEN,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
896,03XdfeUtJEjwU,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
897,03XDq9dYdL9U6,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
898,03xdsckUMpLN6,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
899,03xgdTn4pUDip,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
900,03xhJcwTBMg6p,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
901,03xiGaOtrzvPD,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
902,03xJ3GwPYKHUw,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
903,03xjqniTfRRDA,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
904,03XLesNXSJpcw,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
905,03xm3yqsrb3Qm,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
906,03XMh3RP8P6qA,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
907,03xN7hVCR65mr,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
908,03xnWPaUKwNWV,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
909,03xPJ2jnRCZLv,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
910,03xpm6cv4r8sd,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
911,03xpN5T4EEmmC,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
912,03xqsEw4bLPWZ,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
913,03xqXEgGBsdEB,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
914,03Xs36VTXmnfX,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
915,03XsERCDwb4vO,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
916,03XSkMGd8YAvn,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
917,03XSUJbyiyOWe,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
918,03xVhB3eaLQV2,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
919,03xWXe2PMxNGn,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
920,03XwyQLm8xsVU,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
921,03xXj84s4PGUO,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
922,03XXYg7Yj4yzr,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
923,03xY9TPvWWcHY,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
924,03XzHx9QJBR4n,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
925,03XZt6pJQSkMU,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
926,03XZw8YukUH7H,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
927,03xZwivc4cwtS,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
928,03y3m2PWMH4Cy,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
929,03y7GTSNCgNKd,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
930,03YAwpzgvfjbf,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
931,03YfDXHZbPjBz,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
932,03yfrN2kJwxeY,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
933,03ygQQ6pu4NE3,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
934,03ygrNKEYLZE9,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
935,03YgwvSmgJUQ3,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
936,03YHuerNR4EaU,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
937,03yHwVLtMupdD,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
938,03yixbMBrAY97,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
939,03YJMeCPcregn,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
940,03YKnRrH5mOGW,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
941,03yKUecp7abf3,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
942,03yLTVHXSQxEB,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
943,03YmRsBmNviQJ,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
944,03yOhDVzgV2F7,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
945,03YP57jAbNdnX,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
946,03Yr72X9bckJ6,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
947,03yS7VYzbxZEg,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
948,03YtD5n52az8f,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
949,03ytfkuLRVypM,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
950,03yTiRerOHnqX,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
951,03yUnFr2i8GWA,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
952,03YusnfdQCuZp,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
953,03yUTwX7h8wiU,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
954,03YUxFqkiQiaf,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
955,03yvqyRuKkrvW,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
956,03yZneXrDu96n,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
957,03z2mV4cAQupn,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
958,03Z325BmvOZhr,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
959,03z3eCnDnGsbu,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
960,03Z433TzAyM3J,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
961,03z4FujmEDqxY,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
962,03zAmeYcSYSAA,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
963,03ZApHiCwBQnZ,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
964,03zAXGcBNEmmL,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
965,03ZbCfnAuaGQi,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
966,03zBvqTMJdGKr,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
967,03zdacuX5VEfM,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
968,03zDZbeaXGXB5,20000242|10;20000195|200,1,"2021-03-27 00:00:00","2021-03-30 00:00:00",3
